lado_rebatimento, lado_arremesso, peso_jogador, altura_jogador, pais_origem
Esquerdo, Esquerdo, 77.18, 180.34, USA
Direito, Direito, 79.45, 172.72, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Direito, 77.18, 180.34, USA
Esquerdo, Esquerdo, 77.63, 177.8, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 75.82, 175.26, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Esquerdo, 78.54, 180.34, USA
Esquerdo, Esquerdo, 72.64, 182.88, USA
Esquerdo, Esquerdo, 77.18, 182.88, USA
Esquerdo, Esquerdo, 83.99, 180.34, USA
Direito, Direito, 74.0, 182.88, USA
Esquerdo, Esquerdo, 77.18, 172.72, USA
Direito, Direito, 90.8, 187.96, USA
Esquerdo, Direito, 77.18, 182.88, USA
Direito, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 79.9, 185.42, USA
Esquerdo, Direito, 78.09, 177.8, USA
Direito, Esquerdo, 70.37, 177.8, USA
Direito, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Esquerdo, 88.53, 185.42, USA
Direito, Direito, 71.73, 180.34, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 104.42, 198.12, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Esquerdo, 80.81, 185.42, USA
Esquerdo, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 79.45, 175.26, USA
Esquerdo, Esquerdo, 84.9, 185.42, USA
Direito, Direito, 84.9, 185.42, USA
Direito, Direito, 80.81, 185.42, USA
Direito, Direito, 79.45, 180.34, USA
Esquerdo, Esquerdo, 77.18, 185.42, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Esquerdo, 79.45, 177.8, USA
Direito, Direito, 88.98, 185.42, USA
Direito, Direito, 74.91, 180.34, USA
Esquerdo, Direito, 79.45, 187.96, USA
Esquerdo, Esquerdo, 88.53, 193.04, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Direito, 77.18, 170.18, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 79.45, 177.8, USA
Esquerdo, Esquerdo, 77.18, 180.34, USA
Direito, Esquerdo, 86.26, 185.42, USA
Direito, , 70.37, 170.18, USA
Direito, Direito, 81.72, 180.34, USA
Esquerdo, Esquerdo, 97.61, 193.04, USA
Esquerdo, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Esquerdo, 77.18, 177.8, USA
Direito, Esquerdo, 78.09, 175.26, USA
Esquerdo, Esquerdo, 84.44, 185.42, USA
Direito, Direito, 77.18, 185.42, USA
Direito, Direito, 65.83, 172.72, USA
Direito, Direito, 72.64, 180.34, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 77.18, 175.26, USA
Direito, Esquerdo, 88.53, 185.42, USA
Esquerdo, Esquerdo, 83.99, 180.34, USA
Direito, Esquerdo, 76.27, 182.88, USA
Direito, Direito, 77.18, 175.26, USA
Esquerdo, Esquerdo, 88.53, 187.96, USA
Esquerdo, Esquerdo, 83.99, 182.88, USA
Esquerdo, Esquerdo, 74.91, 180.34, USA
Esquerdo, Direito, 88.53, 185.42, USA
Direito, Esquerdo, 77.18, 180.34, USA
Direito, Esquerdo, 79.45, 175.26, USA
Direito, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 84.44, 187.96, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Esquerdo, 77.18, 180.34, USA
Direito, Direito, 77.18, 185.42, USA
Direito, Esquerdo, 65.83, 170.18, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Esquerdo, 90.8, 187.96, USA
Direito, Direito, 68.1, 180.34, USA
Direito, Direito, 80.81, 180.34, USA
Esquerdo, Esquerdo, 72.64, 172.72, Cuba
Direito, Direito, 79.45, 182.88, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 90.8, 180.34, USA
Direito, Esquerdo, 86.26, 172.72, USA
Direito, , 68.1, 175.26, USA
Direito, , 70.37, 175.26, USA
Direito, Direito, 72.64, 175.26, Norway
Direito, Esquerdo, 83.99, 182.88, USA
Esquerdo, Esquerdo, 72.64, 172.72, USA
Direito, Esquerdo, 81.72, 185.42, USA
Direito, Direito, 77.18, 177.8, USA
Direito, Direito, 84.9, 182.88, USA
Direito, Direito, 83.99, 190.5, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 75.36, 177.8, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 74.91, 185.42, USA
Esquerdo, Esquerdo, 73.55, 180.34, USA
Direito, Direito, 79.45, 175.26, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 80.81, 185.42, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 75.82, 180.34, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Esquerdo, 86.26, 182.88, USA
Esquerdo, Esquerdo, 85.81, 180.34, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 86.26, 175.26, USA
Direito, , 68.1, 177.8, USA
Direito, Esquerdo, 76.27, 180.34, USA
Esquerdo, Esquerdo, 79.45, 172.72, USA
Direito, Direito, 72.64, 172.72, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Esquerdo, Esquerdo, 83.54, 185.42, USA
Esquerdo, Esquerdo, 81.27, 177.8, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Esquerdo, 76.27, 172.72, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 80.81, 180.34, USA
Direito, Esquerdo, 84.44, 177.8, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 90.8, 190.5, USA
Esquerdo, Esquerdo, 77.18, 180.34, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Direito, Direito, 76.27, 170.18, USA
Direito, Esquerdo, 68.1, 175.26, USA
Esquerdo, Esquerdo, 95.34, 182.88, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Esquerdo, 83.99, 187.96, USA
Esquerdo, Esquerdo, 86.26, 182.88, USA
Direito, Esquerdo, 81.72, 182.88, USA
Direito, Esquerdo, 70.37, 175.26, Poland
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 81.72, 172.72, USA
Direito, Direito, 72.64, 172.72, USA
Direito, Direito, 75.82, 172.72, USA
Direito, Direito, 68.1, 180.34, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 79.45, 187.96, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 70.37, 177.8, USA
Direito, Direito, 82.63, 182.88, USA
Esquerdo, Esquerdo, 74.91, 180.34, USA
Esquerdo, Esquerdo, 77.18, 172.72, USA
Esquerdo, Esquerdo, 87.17, 182.88, USA
Direito, Direito, 76.27, 182.88, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Esquerdo, 93.07, 185.42, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 79.45, 187.96, USA
Direito, Direito, 72.64, 170.18, USA
Direito, Direito, 89.89, 187.96, USA
Direito, Direito, 70.37, 172.72, USA
Direito, Direito, 84.9, 182.88, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Esquerdo, 95.34, 190.5, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Esquerdo, 77.18, 177.8, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Esquerdo, 74.91, 180.34, USA
Esquerdo, Esquerdo, 79.45, 193.04, USA
Direito, , 68.1, 172.72, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Esquerdo, 86.26, 187.96, USA
Esquerdo, Esquerdo, 79.0, 177.8, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 76.27, 180.34, USA
Esquerdo, Esquerdo, 72.64, 180.34, USA
Direito, Direito, 77.18, 177.8, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 88.98, 185.42, USA
Direito, Direito, 90.8, 187.96, USA
Esquerdo, Direito, 79.45, 182.88, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 92.16, 187.96, USA
Direito, Direito, 79.45, 175.26, USA
Direito, Direito, 83.99, 185.42, USA
Esquerdo, Esquerdo, 78.54, 187.96, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 84.44, 187.96, USA
Esquerdo, Direito, 83.08, 187.96, USA
Direito, Direito, 84.9, 182.88, USA
Direito, Direito, 72.64, 180.34, USA
Direito, Direito, 89.44, 185.42, USA
Direito, Direito, 68.1, 165.1, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 79.9, 175.26, USA
Direito, Direito, 77.18, 177.8, USA
Direito, Direito, 83.99, 185.42, USA
Esquerdo, Direito, 79.45, 185.42, USA
Esquerdo, Esquerdo, 70.37, 177.8, USA
Direito, Direito, 75.82, 175.26, USA
Esquerdo, Direito, 72.64, 180.34, USA
Esquerdo, , 88.53, 190.5, USA
Direito, Esquerdo, 81.72, 180.34, USA
Direito, Direito, 80.81, 185.42, USA
Direito, Direito, 81.72, 177.8, USA
Direito, , 84.9, 180.34, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 86.26, 182.88, USA
Esquerdo, Direito, 81.72, 182.88, USA
Direito, Direito, 68.1, 170.18, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 83.99, 180.34, USA
Esquerdo, Esquerdo, 88.53, 190.5, USA
Direito, Direito, 70.37, 177.8, USA
Direito, Direito, 79.45, 185.42, USA
Esquerdo, Esquerdo, 68.1, 177.8, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 83.08, 177.8, USA
Direito, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 77.18, 172.72, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 90.8, 190.5, USA
Esquerdo, Esquerdo, 74.91, 175.26, CAN
Esquerdo, Esquerdo, 79.45, 177.8, USA
Direito, , 69.92, 177.8, USA
Direito, Esquerdo, 70.37, 180.34, USA
Direito, Esquerdo, 68.1, 170.18, USA
Direito, Direito, 74.91, 175.26, USA
Direito, , 74.91, 180.34, USA
Direito, Direito, 82.63, 182.88, USA
Direito, , 80.81, 182.88, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 82.63, 187.96, USA
Direito, , 102.15, 190.5, USA
Direito, , 80.81, 177.8, USA
Direito, Direito, 93.07, 185.42, USA
Direito, Direito, 85.35, 180.34, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 74.91, 172.72, USA
Direito, Direito, 72.64, 172.72, USA
Direito, Esquerdo, 79.45, 177.8, USA
Direito, Direito, 70.82, 175.26, USA
Direito, Esquerdo, 79.45, 172.72, USA
Direito, Direito, 77.18, 180.34, USA
Esquerdo, Esquerdo, 77.18, 177.8, USA
Direito, Direito, 74.46, 177.8, USA
Direito, Direito, 104.42, 190.5, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Esquerdo, 79.45, 177.8, USA
Esquerdo, Direito, 84.44, 177.8, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 80.81, 182.88, USA
Direito, Direito, 83.99, 187.96, Germany
Direito, Direito, 81.72, 190.5, USA
Esquerdo, Esquerdo, 83.99, 177.8, USA
Direito, Direito, 90.8, 190.5, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 93.07, 190.5, USA
Direito, , 79.45, 182.88, USA
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 76.27, 175.26, USA
Esquerdo, , 74.91, 175.26, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 82.63, 182.88, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Esquerdo, 72.64, 175.26, USA
Esquerdo, Esquerdo, 72.64, 177.8, USA
Direito, Direito, 79.45, 172.72, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Esquerdo, 74.91, 167.64, USA
Direito, Direito, 77.18, 175.26, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Esquerdo, 79.45, 185.42, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Esquerdo, 72.64, 170.18, USA
Esquerdo, Esquerdo, 88.53, 185.42, USA
Direito, Direito, 95.34, 180.34, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 71.73, 172.72, USA
Direito, Direito, 86.26, 175.26, USA
Direito, Direito, 75.82, 177.8, USA
Direito, Direito, 72.64, 172.72, USA
Direito, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 75.82, 182.88, USA
Direito, Direito, 70.37, 177.8, USA
Direito, Direito, 77.18, 170.18, USA
Direito, Direito, 70.82, 172.72, USA
Esquerdo, Esquerdo, 70.37, 180.34, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Esquerdo, 77.18, 180.34, USA
Direito, Esquerdo, 67.65, 172.72, USA
Direito, Direito, 74.91, 172.72, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 90.8, 182.88, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Esquerdo, 81.72, 182.88, CAN
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 86.26, 187.96, USA
Esquerdo, Direito, 76.27, 180.34, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 81.72, 180.34, Poland
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 69.92, 177.8, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 90.8, 187.96, USA
Esquerdo, Esquerdo, 68.1, 177.8, USA
Direito, Direito, 72.64, 180.34, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 76.27, 170.18, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 79.45, 190.5, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 72.64, 170.18, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 79.45, 172.72, USA
Direito, Direito, 68.1, 170.18, USA
Direito, Esquerdo, 102.15, 187.96, USA
Direito, Direito, 81.72, 185.42, USA
Direito, , 81.72, 185.42, USA
Direito, Direito, 79.0, 182.88, USA
Direito, Direito, 83.99, 182.88, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Esquerdo, Esquerdo, 70.37, 172.72, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Direito, 87.17, 185.42, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 72.64, 180.34, USA
Direito, Esquerdo, 74.91, 180.34, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 80.81, 185.42, USA
Direito, Esquerdo, 81.72, 180.34, USA
Direito, Direito, 69.92, 177.8, USA
Direito, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 78.54, 177.8, USA
Direito, Direito, 88.08, 193.04, USA
Esquerdo, Esquerdo, 72.64, 177.8, USA
Esquerdo, Esquerdo, 83.99, 185.42, USA
Direito, Esquerdo, 90.8, 187.96, USA
Direito, Esquerdo, 74.91, 180.34, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Esquerdo, 86.26, 180.34, USA
Esquerdo, Esquerdo, 69.92, 177.8, USA
Direito, Direito, 83.54, 182.88, Poland
Direito, Esquerdo, 83.99, 185.42, USA
Direito, Esquerdo, 79.45, 177.8, USA
Direito, Esquerdo, 78.54, 182.88, USA
Direito, Direito, 84.44, 185.42, USA
Direito, Direito, 81.72, 185.42, USA
Direito, , 81.72, 185.42, USA
Direito, Direito, 76.27, 172.72, USA
Direito, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 74.91, 177.8, Italy
Direito, Direito, 81.72, 182.88, USA
Direito, , 89.89, 180.34, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 72.64, 170.18, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 74.91, 182.88, USA
Direito, , 72.64, 182.88, Ukriane
Direito, Direito, 89.89, 185.42, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 80.81, 180.34, USA
Direito, Direito, 74.91, 180.34, USA
Esquerdo, Esquerdo, 84.9, 193.04, USA
Direito, Esquerdo, 79.45, 170.18, USA
Direito, Direito, 86.26, 187.96, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 74.0, 172.72, USA
Direito, Direito, 77.18, 180.34, USA
Esquerdo, Direito, 73.09, 172.72, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 67.19, 172.72, USA
Direito, Esquerdo, 81.72, 185.42, USA
Esquerdo, , 82.17, 185.42, USA
Direito, , 74.91, 177.8, USA
Direito, Direito, 79.45, 193.04, USA
Direito, Direito, 90.8, 193.04, USA
Direito, Direito, 70.37, 180.34, USA
Direito, Direito, 77.18, 187.96, USA
Esquerdo, , 89.44, 187.96, USA
Esquerdo, Direito, 74.91, 180.34, USA
Direito, Direito, 68.1, 175.26, USA
Direito, Direito, 82.63, 187.96, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Direito, 83.99, 177.8, USA
Esquerdo, Direito, 78.54, 177.8, USA
Direito, Esquerdo, 74.91, 172.72, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 80.81, 180.34, USA
Esquerdo, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 86.71, 182.88, USA
Direito, , 76.27, 182.88, USA
Direito, Direito, 79.45, 187.96, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 84.9, 177.8, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 77.18, 180.34, USA
Esquerdo, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Esquerdo, 83.99, 180.34, USA
Direito, Direito, 80.81, 185.42, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 76.27, 177.8, USA
Direito, Esquerdo, 72.64, 175.26, USA
Direito, Direito, 84.9, 190.5, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 81.72, 182.88, USA
Esquerdo, , 95.34, 190.5, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 76.73, 172.72, USA
Direito, Direito, 90.8, 187.96, USA
Esquerdo, Direito, 70.37, 172.72, USA
Direito, Direito, 95.34, 193.04, USA
Direito, Esquerdo, 90.8, 182.88, USA
Direito, Direito, 95.34, 182.88, USA
Direito, Direito, 93.07, 185.42, USA
Direito, Direito, 77.18, 187.96, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 71.28, 175.26, USA
Esquerdo, , 83.99, 185.42, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 77.18, 185.42, USA
Direito, Direito, 74.91, 187.96, USA
Direito, Esquerdo, 82.63, 170.18, USA
Direito, Direito, 73.55, 175.26, USA
Esquerdo, Esquerdo, 96.7, 180.34, USA
Esquerdo, Esquerdo, 83.54, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 72.64, 177.8, USA
Esquerdo, Direito, 95.34, 185.42, USA
Direito, , 89.89, 182.88, USA
Direito, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 74.91, 175.26, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 81.72, 187.96, USA
Esquerdo, Esquerdo, 76.27, 177.8, USA
Direito, Direito, 79.45, 175.26, USA
Direito, Direito, 77.18, 177.8, USA
Direito, Esquerdo, 90.8, 187.96, USA
Direito, Direito, 83.54, 185.42, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 68.1, 170.18, USA
Direito, , 83.99, 185.42, USA
Direito, Direito, 88.08, 187.96, USA
Direito, Direito, 79.45, 177.8, USA
Direito, , 80.81, 185.42, USA
Direito, Esquerdo, 72.64, 177.8, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Esquerdo, 70.37, 175.26, USA
Direito, Direito, 74.91, 175.26, USA
Esquerdo, Esquerdo, 88.53, 185.42, USA
Esquerdo, Esquerdo, 74.91, 180.34, USA
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, Esquerdo, 89.44, 180.34, USA
Direito, Direito, 74.91, 172.72, USA
Esquerdo, Esquerdo, 77.18, 182.88, Mexico
Esquerdo, Esquerdo, 83.99, 177.8, USA
Direito, Esquerdo, 74.91, 180.34, USA
Direito, Esquerdo, 93.98, 187.96, USA
Direito, Esquerdo, 76.27, 175.26, USA
Direito, Direito, 80.81, 182.88, USA
Direito, Esquerdo, 76.27, 187.96, USA
Esquerdo, Esquerdo, 93.07, 190.5, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 81.72, 177.8, USA
Esquerdo, Direito, 80.81, 182.88, USA
Direito, Direito, 83.99, 185.42, Latvia
Direito, Direito, 81.72, 180.34, USA
Direito, Esquerdo, 102.6, 190.5, USA
Direito, Direito, 73.55, 175.26, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 70.37, 177.8, USA
Direito, Direito, 83.54, 182.88, USA
Direito, Direito, 79.45, 170.18, USA
Direito, Esquerdo, 81.72, 177.8, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 80.81, 182.88, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Esquerdo, 78.09, 182.88, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 95.34, 182.88, USA
Direito, Direito, 97.61, 193.04, USA
Direito, Direito, 88.53, 180.34, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Esquerdo, 77.18, 180.34, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 78.09, 180.34, USA
Esquerdo, Direito, 77.18, 182.88, USA
Direito, Direito, 83.99, 187.96, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Esquerdo, Esquerdo, 92.62, 193.04, USA
Esquerdo, Esquerdo, 78.09, 177.8, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 96.25, 195.58, USA
Direito, Direito, 87.62, 187.96, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 77.18, 175.26, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, , 79.45, 182.88, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 88.53, 185.42, USA
Esquerdo, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 89.89, 185.42, USA
Esquerdo, Esquerdo, 81.72, 180.34, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Esquerdo, 88.53, 177.8, USA
Direito, Direito, 84.44, 182.88, USA
Direito, Direito, 73.55, 180.34, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 81.72, 195.58, USA
Direito, Direito, 83.99, 193.04, USA
Esquerdo, Esquerdo, 78.54, 182.88, USA
Esquerdo, Esquerdo, 84.9, 185.42, USA
Direito, Esquerdo, 79.45, 172.72, USA
Direito, Direito, 90.8, 190.5, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 83.99, 185.42, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, , 88.53, 182.88, USA
Direito, Direito, 95.34, 193.04, USA
Direito, Direito, 81.72, 185.42, USA
Direito, , 80.81, 182.88, USA
Direito, Direito, 83.99, 182.88, USA
Esquerdo, Esquerdo, 74.91, 170.18, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 69.01, 172.72, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 70.37, 172.72, USA
Esquerdo, Esquerdo, 78.09, 180.34, USA
Esquerdo, Esquerdo, 68.1, 170.18, USA
Esquerdo, Esquerdo, 68.1, 165.1, USA
Direito, Esquerdo, 82.63, 185.42, CAN
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 80.81, 180.34, USA
Direito, Direito, 94.89, 185.42, USA
Direito, Direito, 83.08, 180.34, USA
Esquerdo, Esquerdo, 83.99, 185.42, USA
Esquerdo, , 90.8, 190.5, USA
Direito, Direito, 80.81, 180.34, USA
Esquerdo, Esquerdo, 81.72, 190.5, USA
Direito, Direito, 95.34, 180.34, USA
Direito, Direito, 83.08, 180.34, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 93.07, 193.04, USA
Direito, Direito, 95.34, 193.04, USA
Esquerdo, Esquerdo, 77.18, 180.34, USA
Direito, Esquerdo, 73.55, 170.18, USA
Direito, , 81.72, 187.96, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, , 79.45, 182.88, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Esquerdo, Esquerdo, 83.99, 182.88, USA
