lado_rebatimento, lado_arremesso, peso_jogador, altura_jogador, pais_origem
Direito, None, 77.18, 170.18, USA
Direito, Direito, 90.8, 185.42, USA
Direito, None, 74.91, 172.72, USA
Esquerdo, None, None, None, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 83.99, 177.8, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 63.56, 167.64, USA
Direito, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 90.8, 190.5, USA
Esquerdo, None, 97.61, 193.04, USA
Esquerdo, None, None, 180.34, USA
Esquerdo, Esquerdo, 74.91, 177.8, CAN
Direito, Direito, 83.99, 177.8, USA
Direito, Esquerdo, 74.91, 172.72, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 71.73, 175.26, USA
Esquerdo, Esquerdo, 70.37, 185.42, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, None, 177.8, USA
Direito, Direito, None, 185.42, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 94.43, 187.96, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 70.37, 172.72, USA
Esquerdo, None, 86.26, 180.34, USA
Direito, Direito, 68.1, 170.18, USA
Direito, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 59.02, 165.1, USA
Direito, Direito, 93.52, 187.96, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Esquerdo, 76.27, 165.1, USA
Direito, None, None, None, USA
Direito, Direito, None, 180.34, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 73.09, 172.72, USA
Direito, Direito, 79.45, 172.72, Germany
Esquerdo, Esquerdo, 86.26, 182.88, USA
Esquerdo, None, 90.8, 185.42, USA
Direito, Esquerdo, 78.09, 182.88, USA
None, None, None, None, USA
Direito, None, 83.99, None, USA
Direito, Esquerdo, 80.81, 175.26, USA
Direito, Esquerdo, 72.64, 172.72, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 73.55, 180.34, USA
Direito, Esquerdo, 72.64, 187.96, USA
Esquerdo, None, 68.1, 177.8, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 68.1, 167.64, USA
Direito, None, 63.56, 167.64, USA
Direito, Direito, 72.64, 180.34, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 70.82, 172.72, USA
Direito, Direito, 76.27, 175.26, USA
Esquerdo, Esquerdo, 77.18, 177.8, USA
Esquerdo, Esquerdo, 68.1, 175.26, USA
Direito, Esquerdo, 78.54, 180.34, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 95.34, 187.96, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Esquerdo, None, 94.43, 190.5, USA
Direito, Esquerdo, 72.64, 167.64, USA
Esquerdo, None, 81.72, 190.5, USA
Direito, Direito, 77.18, 172.72, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Direito, None, None, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 72.64, 182.88, USA
Direito, None, None, None, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 93.07, 187.96, USA
Direito, Direito, 86.26, 177.8, USA
Direito, Esquerdo, 77.18, 172.72, USA
Direito, Direito, 73.55, 175.26, USA
Direito, Direito, 79.45, 187.96, USA
Esquerdo, Esquerdo, 72.64, 187.96, USA
Direito, Direito, 86.26, 190.5, USA
Esquerdo, Esquerdo, 81.72, 185.42, USA
Direito, Esquerdo, 77.18, 180.34, USA
Direito, Esquerdo, 80.36, 180.34, USA
Direito, Direito, 77.18, 177.8, USA
Direito, Esquerdo, 74.91, 177.8, CAN
Direito, Direito, 81.72, 182.88, USA
Direito, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 88.08, 180.34, USA
Direito, Direito, 88.98, 182.88, Slovakia
Esquerdo, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 82.63, 187.96, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 85.35, 187.96, USA
Direito, Esquerdo, 76.27, 177.8, USA
Esquerdo, Esquerdo, 86.26, 177.8, USA
Direito, Direito, 79.0, 175.26, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Esquerdo, 74.91, 172.72, USA
Direito, Direito, 80.81, 182.88, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Esquerdo, None, 177.8, USA
Direito, None, 70.37, 170.18, United Kingdom
Direito, Direito, 83.99, 177.8, USA
Direito, Direito, 77.18, 177.8, USA
Esquerdo, Esquerdo, 69.01, 175.26, USA
Direito, None, 74.91, 177.8, USA
Direito, Direito, 106.69, 185.42, USA
Direito, Direito, 97.61, 187.96, USA
Direito, Direito, 76.27, 177.8, USA
Direito, Direito, 79.45, 182.88, USA
Esquerdo, Esquerdo, None, 175.26, USA
Direito, Direito, 79.45, 180.34, CAN
Direito, Direito, 81.72, 187.96, USA
Direito, Esquerdo, 83.99, 187.96, USA
Direito, Direito, 83.99, 180.34, USA
Esquerdo, None, 74.91, 172.72, USA
Direito, Esquerdo, 86.26, 182.88, USA
Direito, None, 80.81, 177.8, USA
Direito, Direito, 83.99, 187.96, USA
Esquerdo, Direito, 68.1, 185.42, USA
Esquerdo, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 79.0, 182.88, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Esquerdo, 63.56, 167.64, USA
Direito, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 86.26, 177.8, USA
Direito, Direito, 68.1, 175.26, USA
Direito, None, 84.9, 182.88, USA
Direito, Direito, 80.81, 180.34, USA
Esquerdo, Esquerdo, 79.45, 180.34, Netherlands
Direito, Direito, 85.35, 180.34, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, None, None, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 86.26, 193.04, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 88.08, 177.8, Austria
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 88.53, 182.88, Netherlands
Esquerdo, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 83.99, 190.5, USA
Direito, Direito, 83.99, 177.8, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Esquerdo, Esquerdo, 72.64, 177.8, USA
Direito, Direito, None, 172.72, USA
Esquerdo, Esquerdo, 68.1, 177.8, USA
Direito, Direito, 72.64, 182.88, USA
Direito, Esquerdo, 68.1, 172.72, USA
Esquerdo, Direito, 74.91, 175.26, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Direito, Direito, 76.27, 177.8, USA
Esquerdo, Esquerdo, None, None, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 77.18, 172.72, USA
Esquerdo, Esquerdo, None, None, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 79.45, 180.34, USA
Direito, None, 67.19, 162.56, USA
Direito, None, None, 185.42, USA
Direito, Esquerdo, 81.72, 172.72, USA
Direito, None, 74.91, 177.8, USA
Direito, Direito, 79.45, 175.26, USA
Direito, Direito, 86.26, 185.42, USA
Esquerdo, None, None, None, USA
Direito, Direito, 90.8, 180.34, USA
Direito, Esquerdo, 81.72, 182.88, USA
Esquerdo, Direito, 81.72, 182.88, USA
Direito, Direito, 77.18, 172.72, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Esquerdo, 77.18, 177.8, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 77.18, 177.8, USA
Direito, Direito, 79.9, 172.72, USA
Direito, Esquerdo, 79.45, 180.34, USA
Esquerdo, Esquerdo, 71.73, 172.72, USA
Esquerdo, Esquerdo, 79.45, 177.8, United Kingdom
Direito, Direito, 74.91, 180.34, USA
Esquerdo, Esquerdo, 79.0, 180.34, USA
Direito, Direito, 71.73, 172.72, USA
Direito, None, 86.26, 182.88, USA
Direito, Esquerdo, None, None, USA
Direito, Direito, 77.18, 172.72, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 74.91, 175.26, USA
Direito, Esquerdo, 71.28, 175.26, USA
Direito, Esquerdo, 87.17, 182.88, USA
Direito, Esquerdo, 79.45, 180.34, USA
Esquerdo, Direito, 71.73, 172.72, USA
Direito, None, 74.91, 182.88, USA
Direito, Direito, 92.16, 177.8, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, None, None, USA
Direito, Direito, 84.9, 180.34, USA
Direito, None, 81.72, 180.34, USA
Direito, Esquerdo, 74.91, 182.88, USA
Direito, None, None, None, USA
Esquerdo, Direito, 79.9, 182.88, USA
Direito, Esquerdo, 83.99, 180.34, USA
Direito, Direito, 79.45, 185.42, USA
Esquerdo, Esquerdo, 79.0, 182.88, USA
Direito, Esquerdo, 84.9, 177.8, USA
Direito, Esquerdo, 88.53, 180.34, USA
Direito, Direito, None, 187.96, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 85.35, 185.42, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Esquerdo, 65.83, 172.72, USA
Esquerdo, Esquerdo, 83.99, 187.96, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Esquerdo, 72.64, 172.72, USA
Direito, Direito, 77.18, 177.8, USA
Direito, Direito, 76.27, 185.42, USA
Direito, Direito, 78.09, 185.42, USA
Direito, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 81.72, 175.26, USA
Direito, Direito, 81.72, 182.88, USA
Esquerdo, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 72.64, 180.34, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Esquerdo, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 81.72, 175.26, USA
Direito, Esquerdo, 81.72, 177.8, USA
Direito, Direito, 79.45, 187.96, USA
Direito, Direito, 77.18, 185.42, USA
Direito, None, 95.34, 187.96, USA
Direito, None, 77.18, 182.88, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 65.83, 167.64, USA
Esquerdo, Esquerdo, 68.1, 172.72, USA
Esquerdo, Esquerdo, 72.64, 177.8, USA
Direito, Direito, 72.64, 180.34, USA
Direito, Direito, 73.55, 177.8, USA
Esquerdo, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 81.27, 172.72, USA
Direito, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 82.63, 180.34, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 65.83, 165.1, USA
Direito, Direito, 79.45, 190.5, USA
Direito, Direito, 77.18, 180.34, USA
Esquerdo, Direito, 77.18, 177.8, USA
Esquerdo, Esquerdo, 68.1, 177.8, USA
Direito, None, 79.45, 182.88, USA
Direito, Direito, 65.83, 167.64, USA
Direito, None, 79.9, 175.26, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 77.18, 177.8, USA
Esquerdo, Direito, 79.45, 172.72, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 79.0, 175.26, USA
None, None, None, 177.8, USA
Direito, Direito, 72.64, 180.34, USA
Direito, Direito, 72.64, 180.34, USA
Direito, Direito, 79.45, 180.34, USA
Direito, None, 65.83, 172.72, USA
Direito, Direito, 72.64, 182.88, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 86.26, 175.26, USA
Direito, Direito, 72.64, 172.72, USA
Direito, Esquerdo, 81.72, 182.88, USA
Esquerdo, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 83.08, 182.88, USA
Esquerdo, Esquerdo, 77.18, 177.8, CAN
Direito, Direito, 76.27, 177.8, USA
Direito, Direito, 81.72, 185.42, USA
Direito, None, 74.91, 182.88, USA
Direito, Direito, 73.55, 177.8, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 70.37, 177.8, USA
Esquerdo, Esquerdo, 77.18, 180.34, USA
Direito, None, 78.54, 180.34, USA
Esquerdo, None, 74.91, 180.34, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 79.45, 182.88, USA
Direito, None, 74.91, 185.42, USA
Direito, None, None, 175.26, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Esquerdo, 72.64, 180.34, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 74.91, 172.72, USA
Direito, Direito, 74.91, 180.34, USA
Esquerdo, Esquerdo, 77.18, 180.34, USA
Direito, Direito, 65.83, 172.72, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 72.64, 172.72, USA
Direito, Direito, 81.72, 175.26, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 83.99, 177.8, USA
Esquerdo, Direito, 86.26, 185.42, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 77.18, 187.96, USA
Esquerdo, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 83.99, 175.26, USA
Esquerdo, Esquerdo, 95.34, 185.42, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Esquerdo, 81.72, 185.42, USA
Direito, Direito, 88.98, 182.88, USA
Direito, None, None, None, USA
Esquerdo, Direito, None, None, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 59.02, 167.64, USA
Direito, Esquerdo, 81.72, 175.26, USA
None, None, None, 180.34, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Esquerdo, 79.45, 177.8, USA
Esquerdo, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 81.72, 180.34, Russia
Esquerdo, Esquerdo, 68.1, 172.72, USA
Direito, Direito, 87.17, 182.88, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 78.54, 180.34, USA
Direito, Direito, 83.08, 182.88, USA
Direito, Direito, 72.64, 172.72, USA
Esquerdo, Esquerdo, 72.64, 167.64, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 61.29, 177.8, USA
None, None, None, None, USA
Direito, Direito, 77.18, 182.88, USA
Esquerdo, Esquerdo, 86.26, 195.58, USA
Direito, None, 83.99, 185.42, USA
Direito, Direito, 74.91, 175.26, USA
Direito, Direito, 90.8, 193.04, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 88.53, 185.42, USA
Direito, None, 74.91, 185.42, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 74.91, 175.26, USA
Direito, None, 84.9, 180.34, USA
Direito, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 90.8, 180.34, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Esquerdo, Esquerdo, 79.45, 172.72, USA
Direito, Esquerdo, 74.91, 175.26, USA
Direito, Direito, 77.18, 175.26, USA
Direito, Direito, 68.1, 170.18, USA
Direito, Direito, 77.18, 175.26, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 70.37, 172.72, USA
Direito, Direito, 82.63, 187.96, USA
None, None, 65.83, 175.26, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Esquerdo, 74.91, 177.8, USA
Direito, Esquerdo, 84.9, 185.42, USA
Direito, Direito, 81.72, 182.88, USA
Esquerdo, Esquerdo, 90.8, 190.5, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 74.91, 172.72, USA
Direito, Direito, 74.91, 177.8, USA
Esquerdo, Esquerdo, 86.26, 180.34, USA
Direito, Direito, 104.42, 182.88, USA
Direito, Direito, 72.64, 182.88, USA
Direito, Direito, 74.91, 175.26, USA
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 85.81, 185.42, United Kingdom
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 64.92, 177.8, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Direito, Esquerdo, 88.53, 182.88, USA
Direito, Direito, 79.0, 180.34, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 70.37, 180.34, USA
Esquerdo, Esquerdo, 74.91, 185.42, USA
Direito, None, 77.18, 180.34, USA
Direito, Esquerdo, 63.56, 172.72, USA
Direito, Direito, 68.1, 175.26, USA
Direito, Direito, 68.1, 175.26, USA
Direito, Direito, 84.9, 180.34, USA
Direito, Direito, 70.37, 177.8, USA
Esquerdo, Esquerdo, 81.72, 180.34, USA
Esquerdo, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 77.18, 175.26, USA
Direito, Direito, 81.72, 182.88, USA
Direito, None, 83.99, 175.26, USA
Direito, Direito, 78.09, 185.42, USA
Esquerdo, Direito, 83.99, 185.42, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Esquerdo, 68.1, 170.18, USA
Direito, Esquerdo, 79.45, 172.72, USA
Direito, Direito, 87.17, 182.88, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 95.34, 193.04, USA
Esquerdo, Esquerdo, 72.64, 172.72, USA
Direito, Direito, 74.91, 170.18, USA
Esquerdo, Esquerdo, 70.37, 182.88, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 70.37, 180.34, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 83.99, 175.26, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 74.91, 175.26, USA
Direito, Esquerdo, 79.45, 177.8, USA
Direito, Direito, 72.64, 172.72, USA
Esquerdo, None, 79.45, 180.34, USA
Direito, Direito, 87.17, 177.8, USA
Esquerdo, Direito, 79.45, 180.34, USA
Direito, Esquerdo, 72.64, 177.8, USA
Direito, Direito, 75.82, 180.34, USA
Direito, Direito, 74.91, 175.26, USA
Direito, Esquerdo, 77.18, 177.8, USA
Direito, Direito, 61.29, 167.64, USA
Direito, Direito, 88.53, 172.72, USA
Esquerdo, Esquerdo, 85.35, 180.34, USA
Esquerdo, Direito, 81.72, 185.42, USA
Direito, Direito, 77.18, 182.88, USA
Esquerdo, Esquerdo, 79.9, 190.5, USA
Direito, Esquerdo, 79.45, 185.42, USA
Direito, Direito, 79.9, 182.88, USA
Direito, Direito, 86.26, 187.96, USA
Esquerdo, Direito, 77.18, 180.34, USA
Direito, Esquerdo, 76.27, 180.34, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Direito, Direito, 72.64, 177.8, USA
Esquerdo, Direito, 83.99, 185.42, USA
Direito, Esquerdo, 83.99, 180.34, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 74.91, 187.96, USA
Direito, Direito, 83.99, 182.88, USA
Esquerdo, Direito, 77.18, 185.42, USA
Direito, Direito, 68.1, 170.18, France
Direito, Direito, 76.27, 175.26, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 74.91, 180.34, USA
Esquerdo, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Direito, 65.83, 167.64, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Esquerdo, 79.45, 177.8, USA
Esquerdo, Esquerdo, 79.45, 180.34, CAN
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 81.72, 187.96, Germany
Esquerdo, Esquerdo, 86.26, 180.34, USA
Direito, Esquerdo, 90.8, 182.88, USA
Direito, None, 81.72, 185.42, USA
Direito, Direito, 74.91, 180.34, USA
Direito, None, None, 177.8, USA
Direito, Direito, 70.37, 172.72, USA
Direito, Esquerdo, 72.64, 180.34, USA
Direito, None, 88.53, 193.04, USA
Direito, Direito, 68.1, 182.88, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Esquerdo, 71.28, 167.64, CAN
Direito, Direito, 83.99, 185.42, USA
Direito, Esquerdo, 72.64, 172.72, USA
Direito, Esquerdo, 74.91, 177.8, USA
Esquerdo, Esquerdo, 78.54, 175.26, USA
Direito, Direito, 74.0, 170.18, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 70.82, 172.72, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 69.46, 177.8, USA
Direito, Esquerdo, 74.91, 182.88, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 71.28, 177.8, Cuba
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 77.18, 182.88, USA
Direito, None, 74.91, 180.34, USA
Direito, Direito, 74.46, 175.26, Cuba
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 76.27, 180.34, USA
Direito, Esquerdo, 77.18, 180.34, USA
Esquerdo, Esquerdo, 68.1, 180.34, USA
Direito, Direito, 61.29, 160.02, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 77.18, 185.42, USA
Esquerdo, Esquerdo, 70.37, 172.72, USA
Direito, Direito, 79.45, 182.88, USA
Esquerdo, Esquerdo, 75.82, 182.88, USA
Direito, Direito, 79.45, 175.26, USA
Esquerdo, Direito, 81.72, 187.96, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Esquerdo, 90.8, 187.96, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Esquerdo, 70.37, 172.72, USA
Direito, Direito, 70.37, 172.72, USA
Direito, Direito, 82.17, 182.88, USA
Direito, Esquerdo, 85.81, 185.42, USA
Direito, Direito, 72.64, 175.26, USA
Esquerdo, Esquerdo, 71.73, 170.18, Denmark
Direito, Direito, 88.98, 185.42, USA
Direito, Direito, 78.09, 180.34, USA
Direito, Direito, 77.18, 182.88, USA
Esquerdo, Esquerdo, 74.91, 187.96, USA
Direito, Direito, 70.82, 170.18, USA
Direito, Direito, 74.46, 180.34, USA
Direito, Direito, 80.81, 177.8, USA
Direito, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, Esquerdo, 81.72, 180.34, USA
Direito, Direito, 83.99, 182.88, USA
Esquerdo, Direito, 72.64, 180.34, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 77.18, 175.26, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 93.07, 187.96, USA
Esquerdo, Esquerdo, 77.18, 180.34, USA
Esquerdo, Esquerdo, 73.55, 175.26, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 71.28, 175.26, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Direito, Esquerdo, 78.09, 175.26, USA
Esquerdo, Esquerdo, 70.37, 177.8, USA
Direito, Direito, 85.35, 177.8, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 83.99, 185.42, USA
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, Esquerdo, 77.18, 177.8, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 75.82, 182.88, USA
Esquerdo, Esquerdo, 72.64, 177.8, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Esquerdo, 78.09, 180.34, USA
Direito, Direito, 71.73, 172.72, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Esquerdo, 84.44, 177.8, USA
Direito, Esquerdo, 70.37, 172.72, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 93.07, 185.42, USA
Direito, Direito, 81.27, 190.5, USA
Direito, Esquerdo, 78.09, 172.72, USA
Direito, Esquerdo, 68.1, 175.26, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 70.37, 180.34, USA
Esquerdo, Esquerdo, 80.36, 182.88, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 72.64, 170.18, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 70.37, 167.64, USA
Direito, None, 74.91, 177.8, USA
Direito, Direito, 80.81, 185.42, USA
Direito, Esquerdo, 74.91, 172.72, USA
Direito, Direito, 76.27, 180.34, USA
Direito, Direito, 74.91, 175.26, USA
Direito, None, 77.18, 175.26, USA
Direito, Direito, 72.64, 170.18, USA
Esquerdo, None, 90.8, 195.58, USA
Direito, Esquerdo, 84.44, 187.96, USA
Direito, Direito, None, 187.96, USA
Direito, Direito, 68.1, 180.34, USA
Direito, None, 77.18, 180.34, USA
Direito, Esquerdo, 78.09, 175.26, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 68.1, 177.8, USA
Direito, Esquerdo, 72.64, 177.8, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Esquerdo, 86.26, 180.34, USA
Direito, Direito, 71.73, 172.72, USA
Direito, Direito, 98.97, 187.96, USA
Direito, Esquerdo, 81.72, 180.34, USA
Direito, Esquerdo, 88.53, 182.88, USA
Direito, Direito, 88.53, 185.42, USA
Direito, None, 79.45, 182.88, USA
Direito, Esquerdo, 74.91, 175.26, USA
Direito, Esquerdo, 80.81, 180.34, USA
Direito, Direito, 72.64, 172.72, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 76.27, 182.88, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 89.89, 187.96, USA
Esquerdo, Esquerdo, 79.45, 177.8, USA
Direito, Direito, 78.09, 170.18, USA
Esquerdo, Esquerdo, 74.91, 180.34, USA
Direito, Direito, 73.55, 170.18, USA
Esquerdo, Esquerdo, 71.28, 172.72, USA
Direito, None, 77.18, 182.88, USA
Direito, Direito, 95.34, 193.04, USA
Direito, Direito, 74.91, 180.34, USA
Direito, None, 86.26, 185.42, USA
Direito, Direito, 85.35, 180.34, USA
Esquerdo, Direito, 79.45, 175.26, USA
Esquerdo, Direito, 81.72, 190.5, USA
Direito, Esquerdo, 78.54, 175.26, USA
Direito, Direito, 70.37, 172.72, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Direito, 72.19, 175.26, USA
Direito, Esquerdo, 74.91, 180.34, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 81.27, 187.96, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 83.99, 190.5, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 81.72, 180.34, USA
Esquerdo, Esquerdo, 77.18, 187.96, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 68.1, 170.18, USA
Direito, Direito, 79.45, 182.88, USA
Esquerdo, None, 72.64, 182.88, USA
Direito, Direito, 79.45, 182.88, USA
